CustomerKey,GeographyKey,CustomerAlternateKey,Full_Name,BirthDate,Gender,EmailAddress,AddressLine1,Phone,City,StateProvinceName,Country
23549,300,AW00023549,George Sai,1982-01-23,Male,george11@adventure-works.com,4668 East Avenue,169-555-0194,Beverly Hills,California,United States
23550,352,AW00023550,Jennifer Cook,1981-02-09,Female,jennifer57@adventure-works.com,8722 East View Place,173-555-0138,Palo Alto,California,United States
23551,52,AW00023551,Mason Scott,1981-11-22,Male,mason36@adventure-works.com,8955 Tice Valley Blvd.,931-555-0157,Langley,British Columbia,Canada
23552,59,AW00023552,Caleb Russell,1981-09-18,Male,caleb16@adventure-works.com,1301 Northstar Drive,230-555-0124,Oak Bay,British Columbia,Canada
23553,63,AW00023553,Jasmine Anderson,1981-09-22,Female,jasmine8@adventure-works.com,5153 Hackamore Lane,693-555-0191,Shawnee,British Columbia,Canada
23554,66,AW00023554,Joan Cook,1981-08-14,Female,joan2@adventure-works.com,9407 H Street,767-555-0139,Sooke,British Columbia,Canada
23555,536,AW00023555,Andres Chavez,1982-02-18,Male,andres12@adventure-works.com,6898 Holiday Hills,234-555-0118,Beaverton,Oregon,United States
23556,611,AW00023556,Kristi Munoz,1981-08-20,Female,kristi3@adventure-works.com,615 Maria Vega Court,902-555-0129,Bremerton,Washington,United States
23557,51,AW00023557,Victoria Washington,1986-04-05,Female,victoria60@adventure-works.com,5636 Barcelona,163-555-0197,Langford,British Columbia,Canada
23558,337,AW00023558,Dakota Barnes,1985-02-22,Male,dakota2@adventure-works.com,4148 Hitchcock,312-555-0125,Long Beach,California,United States
23559,53,AW00023559,Jocelyn Patterson,1985-02-04,Female,jocelyn11@adventure-works.com,7261 Mt. Dell Drive,233-555-0183,Metchosin,British Columbia,Canada
23560,314,AW00023560,Jacqueline Flores,1984-01-12,Female,jacqueline13@adventure-works.com,9294 Virgina Hills Drive,646-555-0181,Daly City,California,United States
23561,642,AW00023561,Jose Williams,1983-11-18,Male,jose58@adventure-works.com,8107 Virginia Hills Dr.,151-555-0149,Tacoma,Washington,United States
23562,2,AW00023562,Warren Luo,1944-02-09,Male,warren14@adventure-works.com,6310 Jamie Way,1 (11) 500 555-0114,Coffs Harbour,New South Wales,Australia
23563,18,AW00023563,Kurt Chavez,1955-02-04,Male,kurt15@adventure-works.com,6834 Violetta,1 (11) 500 555-0116,Sydney,New South Wales,Australia
23564,345,AW00023564,Jessica Howard,1982-09-15,Female,jessica14@adventure-works.com,9089 San Jose Ave,155-555-0141,Newport Beach,California,United States
23565,345,AW00023565,Julia Torres,1982-05-02,Female,julia58@adventure-works.com,4393 Ridge Road,182-555-0111,Newport Beach,California,United States
23566,52,AW00023566,Benjamin Shan,1984-09-23,Male,benjamin33@adventure-works.com,3107 High St,479-555-0110,Langley,British Columbia,Canada
23567,53,AW00023567,Xavier Green,1984-07-22,Male,xavier28@adventure-works.com,1080 Crestwood Circle,941-555-0132,Metchosin,British Columbia,Canada
23568,542,AW00023568,Paige Diaz,1985-01-18,Female,paige21@adventure-works.com,5536 Court Lane,618-555-0189,Lake Oswego,Oregon,United States
23569,33,AW00023569,Vanessa Price,1944-11-03,Female,vanessa1@adventure-works.com,9425 Rolando Avenue,1 (11) 500 555-0125,Cranbourne,Victoria,Australia
23570,7,AW00023570,Deanna Romero,1945-01-30,Female,deanna35@adventure-works.com,7047 Terra Granda,1 (11) 500 555-0165,Malabar,New South Wales,Australia
23571,9,AW00023571,Alisha Guo,1945-07-22,Female,alisha18@adventure-works.com,8447 Kentucky Dr.,1 (11) 500 555-0174,Milsons Point,New South Wales,Australia
23572,21,AW00023572,Donna Pal,1959-02-19,Female,donna11@adventure-works.com,9295 Arcadia Pl,1 (11) 500 555-0163,Caloundra,Queensland,Australia
23573,25,AW00023573,Jorge Gao,1947-11-17,Male,jorge17@adventure-works.com,3726 Northridge Drive,1 (11) 500 555-0171,Hervey Bay,Queensland,Australia
23574,4,AW00023574,Ebony Hernandez,1954-09-08,Female,ebony26@adventure-works.com,7614 Inez Ave,1 (11) 500 555-0120,Goulburn,New South Wales,Australia
23575,9,AW00023575,Bobby Ray,1949-05-23,Male,bobby7@adventure-works.com,7535 Hoover Court,1 (11) 500 555-0110,Milsons Point,New South Wales,Australia
23576,2,AW00023576,Ann Sara,1955-07-04,Female,ann15@adventure-works.com,4430 Ana Cortez,1 (11) 500 555-0157,Coffs Harbour,New South Wales,Australia
23577,542,AW00023577,Julia Bennett,1981-10-19,Female,julia67@adventure-works.com,548 Stony Hill Circle,399-555-0167,Lake Oswego,Oregon,United States
23578,336,AW00023578,Eric Lal,1982-01-09,Male,eric37@adventure-works.com,4041 Jam Way,657-555-0175,Lincoln Acres,California,United States
23579,626,AW00023579,Jared Richardson,1981-04-17,Male,jared11@adventure-works.com,5039 East 23rd St.,112-555-0171,Lynnwood,Washington,United States
23580,311,AW00023580,Ryan Jones,1979-12-06,Male,ryan42@adventure-works.com,4861 66th Avenue,960-555-0136,Concord,California,United States
23581,374,AW00023581,Jan Hill,1980-05-03,Female,jan13@adventure-works.com,555 Park Glen Court,456-555-0149,Torrance,California,United States
23582,355,AW00023582,Stephanie Simmons,1984-03-19,Female,stephanie42@adventure-works.com,4583 Turning View,284-555-0125,Redwood City,California,United States
23583,54,AW00023583,Brianna Martin,1979-06-07,Female,brianna13@adventure-works.com,9594 Zion Avenue,810-555-0119,N. Vancouver,British Columbia,Canada
23584,642,AW00023584,Jason Evans,1983-06-23,Male,jason30@adventure-works.com,4341 Ceemar Court,446-555-0128,Tacoma,Washington,United States
23585,612,AW00023585,Kaitlyn Moore,1977-12-25,Female,kaitlyn30@adventure-works.com,2974 Yolanda Circle,873-555-0161,Burien,Washington,United States
23586,352,AW00023586,Madison Coleman,1977-12-19,Female,madison41@adventure-works.com,5751 Pine Creek Way,132-555-0112,Palo Alto,California,United States
23587,374,AW00023587,Hailey Gonzalez,1977-10-03,Female,hailey57@adventure-works.com,5366 Pierce Court,251-555-0119,Torrance,California,United States
23588,632,AW00023588,Ryan Hughes,1973-09-15,Male,ryan14@adventure-works.com,6214 Terra Drive,990-555-0120,Port Orchard,Washington,United States
23589,329,AW00023589,Amanda Baker,1978-04-02,Female,amanda59@adventure-works.com,1077 Willow Court,991-555-0143,Imperial Beach,California,United States
23590,331,AW00023590,Austin Brown,1972-07-09,Male,austin43@adventure-works.com,684 Marsh Creek Rd.,849-555-0178,La Jolla,California,United States
23591,53,AW00023591,Justin Henderson,1968-07-24,Male,justin1@adventure-works.com,8153 S Royal Links Circle,391-555-0113,Metchosin,British Columbia,Canada
23592,59,AW00023592,Joseph Jackson,1969-03-21,Male,joseph18@adventure-works.com,4251 San Onofre Court,326-555-0196,Oak Bay,British Columbia,Canada
23593,4,AW00023593,Krystal Zhou,1977-01-30,Female,krystal8@adventure-works.com,5008 Falls Ct,1 (11) 500 555-0110,Goulburn,New South Wales,Australia
23594,302,AW00023594,Paula Diaz,1964-12-03,Female,paula5@adventure-works.com,1821 Corrinne Court,705-555-0112,Burlingame,California,United States
23595,187,AW00023595,Carrie Rubio,1962-10-20,Female,carrie18@adventure-works.com,"16, place de la Concorde",1 (11) 500 555-0177,Lille,Nord,France
23596,196,AW00023596,Katherine Bradley,1974-01-01,Female,katherine28@adventure-works.com,"3366, rue Ste-Honoré",1 (11) 500 555-0185,Paris,Seine (Paris),France
23597,235,AW00023597,Meredith Perez,1968-08-13,Female,meredith21@adventure-works.com,4660 Cape Cod Way,1 (11) 500 555-0174,Cambridge,England,United Kingdom
23598,237,AW00023598,Linda Ramos,1963-05-21,Female,linda32@adventure-works.com,6729 Mt. Washington,1 (11) 500 555-0123,Esher-Molesey,England,United Kingdom
23599,243,AW00023599,Mackenzie Roberts,1962-10-13,Female,mackenzie27@adventure-works.com,9838 Stallion Way,1 (11) 500 555-0175,Leeds,England,United Kingdom
23600,205,AW00023600,Peter Sharma,1961-09-08,Male,peter15@adventure-works.com,"114, quai Paul Doumer",1 (11) 500 555-0128,Lieusaint,Seine et Marne,France
23601,126,AW00023601,Kari Alan,1961-10-02,Female,kari28@adventure-works.com,Zimmerstr 371,1 (11) 500 555-0191,Berlin,Hessen,Germany
23602,117,AW00023602,Andrea Lopez,1972-11-10,Female,andrea43@adventure-works.com,Postfach 11 09 00,1 (11) 500 555-0111,Erlangen,Bayern,Germany
23603,214,AW00023603,Shane Malhotra,1971-12-09,Male,shane8@adventure-works.com,"6169, rue Malar",1 (11) 500 555-0115,Boulogne-Billancourt,Hauts de Seine,France
23604,144,AW00023604,Troy Kovar,1960-11-21,Male,troy4@adventure-works.com,Carlsplatz 4630,1 (11) 500 555-0123,Essen,Hamburg,Germany
23605,135,AW00023605,Deanna Sabella,1961-06-02,Male,deanna2@adventure-works.com,Carlsplatz 4641,529-555-0100,Salzgitter,Hessen,Germany
23606,241,AW00023606,Kenneth Raje,1960-10-08,Male,kenneth12@adventure-works.com,7726 N Jackson Way,1 (11) 500 555-0193,Kirkby,England,United Kingdom
23607,250,AW00023607,Wayne She,1960-11-07,Male,wayne1@adventure-works.com,4679 Cardinal Dr,1 (11) 500 555-0184,London,England,United Kingdom
23608,255,AW00023608,Jessie Blanco,1960-07-10,Female,jessie34@adventure-works.com,566 Greer Ave,1 (11) 500 555-0173,London,England,United Kingdom
23609,216,AW00023609,Clarence Li,1960-11-05,Male,clarence39@adventure-works.com,"855, rue Basse-du-Rocher",1 (11) 500 555-0197,Courbevoie,Hauts de Seine,France
23610,221,AW00023610,Cory Perez,1950-04-22,Male,cory17@adventure-works.com,"4, rue Saint-Lazare",1 (11) 500 555-0180,Drancy,Seine Saint Denis,France
23611,218,AW00023611,Dave Natsuhara,1949-09-01,Male,dave2@adventure-works.com,"258, avenue du Québec",1 (11) 500 555-0167,Sèvres,Hauts de Seine,France
23612,144,AW00023612,Rosa Liu,1949-10-24,Female,rosa4@adventure-works.com,Krönerweg 96,1 (11) 500 555-0162,Essen,Hamburg,Germany
23613,242,AW00023613,Clayton Lu,1949-08-21,Male,clayton10@adventure-works.com,5927 Mt. Hood Circle,1 (11) 500 555-0193,Lancaster,England,United Kingdom
23614,262,AW00023614,Rachel Cook,1951-03-09,Female,rachel32@adventure-works.com,8121 Larkin Dr.,1 (11) 500 555-0172,Oxford,England,United Kingdom
23615,275,AW00023615,Kendra Suarez,1950-10-11,Female,kendra19@adventure-works.com,1446 Partridge Dr,1 (11) 500 555-0149,Wokingham,England,United Kingdom
23616,175,AW00023616,Karen Roberts,1952-01-30,Female,karen7@adventure-works.com,Bundesallee 6466,1 (11) 500 555-0134,Saarlouis,Saarland,Germany
23617,242,AW00023617,Kara She,1957-04-22,Female,kara1@adventure-works.com,9534 Ridgewood Ct.,1 (11) 500 555-0193,Lancaster,England,United Kingdom
23618,274,AW00023618,Dale Holt,1952-02-01,Male,dale8@adventure-works.com,9781 Bird Dr.,1 (11) 500 555-0147,West Sussex,England,United Kingdom
23619,144,AW00023619,Ricardo Tang,1964-07-11,Male,ricardo4@adventure-works.com,Postfach 99 01 01,1 (11) 500 555-0175,Essen,Hamburg,Germany
23620,264,AW00023620,Roy Arun,1959-01-11,Male,roy7@adventure-works.com,5295 Macalven Drive,1 (11) 500 555-0140,Oxon,England,United Kingdom
23621,221,AW00023621,Felicia Townsend,1963-11-07,Female,felicia11@adventure-works.com,"4, route de Marseille",1 (11) 500 555-0179,Drancy,Seine Saint Denis,France
23622,170,AW00023622,Darren Moreno,1957-12-09,Male,darren28@adventure-works.com,Am Grossen Dern 4725,1 (11) 500 555-0137,Münster,Saarland,Germany
23623,187,AW00023623,Jocelyn Griffin,1962-08-07,Female,jocelyn20@adventure-works.com,"5667, rue Mazagran",1 (11) 500 555-0171,Lille,Nord,France
23624,166,AW00023624,Jillian Malhotra,1957-02-14,Female,jillian5@adventure-works.com,Postfach 55 99 99,1 (11) 500 555-0129,Frankfurt am Main,Saarland,Germany
23625,251,AW00023625,Micheal Navarro,1957-05-01,Male,micheal5@adventure-works.com,9716 Holiday Hills Drive,1 (11) 500 555-0194,London,England,United Kingdom
23626,207,AW00023626,Ross Mehta,1955-09-08,Male,ross14@adventure-works.com,"66, rue de Fontfroide",1 (11) 500 555-0121,Chatou,Yveline,France
23627,117,AW00023627,Adrienne Navarro,1961-04-22,Female,adrienne6@adventure-works.com,Buergermeister-ulrich-str 900,1 (11) 500 555-0123,Erlangen,Bayern,Germany
23628,236,AW00023628,Kara Shen,1956-05-08,Female,kara3@adventure-works.com,130 Alamo Court,1 (11) 500 555-0148,Cheltenham,England,United Kingdom
23629,250,AW00023629,Alfredo Gill,1955-10-01,Male,alfredo15@adventure-works.com,4475 Terra Calitina,1 (11) 500 555-0188,London,England,United Kingdom
23630,272,AW00023630,Dominic Fernandez,1961-03-24,Male,dominic16@adventure-works.com,3166 Rosemarie Place,1 (11) 500 555-0159,Warrington,England,United Kingdom
23631,179,AW00023631,Colin Wang,1954-09-02,Male,colin1@adventure-works.com,"663, rue de Longchamp",1 (11) 500 555-0182,Saint Ouen,Charente-Maritime,France
23632,169,AW00023632,Kristen Zhou,1960-08-01,Female,kristen7@adventure-works.com,Kulmer Straße 765,1 (11) 500 555-0118,München,Saarland,Germany
23633,160,AW00023633,Deborah Chande,1955-05-07,Female,deborah19@adventure-works.com,Hunzinger Allee 675,1 (11) 500 555-0194,Paderborn,Nordrhein-Westfalen,Germany
23634,177,AW00023634,Ernest Li,1960-07-17,Male,ernest3@adventure-works.com,Pflugstr 8414,1 (11) 500 555-0125,Stuttgart,Saarland,Germany
23635,258,AW00023635,Alvin Luo,1954-09-24,Male,alvin28@adventure-works.com,2860 Mt. Tank Circle,1 (11) 500 555-0113,Maidenhead,England,United Kingdom
23636,262,AW00023636,Rachael Gonzalez,1955-04-07,Female,rachael17@adventure-works.com,2473 San Rafael,1 (11) 500 555-0149,Oxford,England,United Kingdom
23637,185,AW00023637,Yolanda Jai,1965-04-09,Female,yolanda10@adventure-works.com,"43, rue Jean Mermoz",1 (11) 500 555-0161,Croix,Nord,France
23638,241,AW00023638,Nelson Ruiz,1953-10-16,Male,nelson2@adventure-works.com,287 Firestone Drive,1 (11) 500 555-0154,Kirkby,England,United Kingdom
23639,242,AW00023639,Christy Guo,1952-11-05,Female,christy16@adventure-works.com,216 Smoking Tree Court,1 (11) 500 555-0148,Lancaster,England,United Kingdom
23640,16,AW00023640,Bruce Jiménez,1980-07-07,Male,bruce28@adventure-works.com,3011 Norman Avenue,1 (11) 500 555-0154,Springwood,New South Wales,Australia
23641,26,AW00023641,Megan Morris,1982-01-08,Female,megan29@adventure-works.com,2893 Vera,1 (11) 500 555-0170,Rockhampton,Queensland,Australia
23642,17,AW00023642,Anne Gutierrez,1981-01-14,Female,anne12@adventure-works.com,3376 Bynum Way,1 (11) 500 555-0194,St. Leonards,New South Wales,Australia
23643,11,AW00023643,Erica Zheng,1980-05-21,Female,erica18@adventure-works.com,7403 N. Broadway,1 (11) 500 555-0122,North Ryde,New South Wales,Australia
23644,2,AW00023644,Allison Young,1985-09-29,Female,allison40@adventure-works.com,8397 Galveston Ct.,1 (11) 500 555-0139,Coffs Harbour,New South Wales,Australia
23645,35,AW00023645,Curtis Zheng,1980-12-13,Male,curtis16@adventure-works.com,7537 Kaski Lane,1 (11) 500 555-0189,Melbourne,Victoria,Australia
23646,26,AW00023646,Jamie Lu,1985-04-10,Female,jamie14@adventure-works.com,2807 Charlotte Court,1 (11) 500 555-0111,Rockhampton,Queensland,Australia
23647,23,AW00023647,Wayne Shen,1985-02-23,Male,wayne3@adventure-works.com,225 Piedmont,1 (11) 500 555-0199,Gold Coast,Queensland,Australia
23648,23,AW00023648,Karla Chander,1980-01-25,Female,karla17@adventure-works.com,8206 H Street,1 (11) 500 555-0189,Gold Coast,Queensland,Australia
23649,16,AW00023649,Naomi Ruiz,1980-04-12,Female,naomi2@adventure-works.com,1160 Via Del Sol,1 (11) 500 555-0117,Springwood,New South Wales,Australia
23650,29,AW00023650,Carolyn Vazquez,1979-12-05,Female,carolyn35@adventure-works.com,9761 Darnett Circle,1 (11) 500 555-0156,Findon,South Australia,Australia
23651,35,AW00023651,Marvin Alvarez,1978-07-26,Male,marvin5@adventure-works.com,731 Cape Cod Way,1 (11) 500 555-0114,Melbourne,Victoria,Australia
23652,27,AW00023652,Roger Goel,1979-04-17,Male,roger47@adventure-works.com,7818 Lorie Lane,1 (11) 500 555-0115,Townsville,Queensland,Australia
23653,39,AW00023653,Devin Campbell,1979-04-20,Male,devin39@adventure-works.com,4746 Clear Court,1 (11) 500 555-0124,Sunbury,Victoria,Australia
23654,18,AW00023654,Alisha Wu,1979-03-02,Female,alisha7@adventure-works.com,6028 D St.,1 (11) 500 555-0111,Sydney,New South Wales,Australia
23655,2,AW00023655,Grace Murphy,1978-05-21,Female,grace31@adventure-works.com,5640 Indianhead Way,1 (11) 500 555-0119,Coffs Harbour,New South Wales,Australia
23656,39,AW00023656,Naomi Ramos,1983-06-11,Female,naomi18@adventure-works.com,5012 Freda Drive,1 (11) 500 555-0137,Sunbury,Victoria,Australia
23657,23,AW00023657,Alison Jai,1982-10-29,Female,alison11@adventure-works.com,7624 Crawford,1 (11) 500 555-0188,Gold Coast,Queensland,Australia
23658,7,AW00023658,Ross Arun,1983-11-22,Male,ross6@adventure-works.com,5845 Oliveria Road,1 (11) 500 555-0118,Malabar,New South Wales,Australia
23659,33,AW00023659,Drew Shan,1977-10-08,Male,drew11@adventure-works.com,1284 Poppy Pl.,1 (11) 500 555-0126,Cranbourne,Victoria,Australia
23660,11,AW00023660,Christy Tang,1978-05-20,Female,christy23@adventure-works.com,8546 La Mar Ct.,1 (11) 500 555-0165,North Ryde,New South Wales,Australia
23661,13,AW00023661,Abigail Washington,1977-06-25,Female,abigail38@adventure-works.com,5051 Teakwood Dr,1 (11) 500 555-0162,Port Macquarie,New South Wales,Australia
23662,9,AW00023662,Cynthia Sanchez,1981-11-02,Female,cynthia26@adventure-works.com,8785 Whitehall Drive,1 (11) 500 555-0114,Milsons Point,New South Wales,Australia
23663,19,AW00023663,Neil Dominguez,1981-08-31,Male,neil12@adventure-works.com,"77, rue de Bas Marin",1 (11) 500 555-0189,Wollongong,New South Wales,Australia
23664,34,AW00023664,Sandra Guo,1981-11-30,Female,sandra25@adventure-works.com,6318 Marclair Dr.,1 (11) 500 555-0159,Geelong,Victoria,Australia
23665,10,AW00023665,Crystal Yang,1976-05-08,Female,crystal7@adventure-works.com,127 Daylight Pl.,1 (11) 500 555-0112,Newcastle,New South Wales,Australia
23666,642,AW00023666,Olivia Anderson,1954-04-17,Female,olivia9@adventure-works.com,4392 Ahneita Dr.,312-555-0162,Tacoma,Washington,United States
23667,611,AW00023667,Harold Arun,1954-03-24,Male,harold4@adventure-works.com,5923 Hazelwood Lane,290-555-0125,Bremerton,Washington,United States
23668,536,AW00023668,Jessica Hughes,1953-01-03,Female,jessica36@adventure-works.com,4430 Ana Cortez,502-555-0117,Beaverton,Oregon,United States
23669,348,AW00023669,Sean Torres,1942-10-31,Male,sean11@adventure-works.com,5847 W. Buchanan,741-555-0152,Oakland,California,United States
23670,548,AW00023670,Mya Henderson,1944-06-03,Female,mya7@adventure-works.com,6985 Matterhorn Ct,647-555-0186,Salem,Oregon,United States
23671,611,AW00023671,Fernando Thomas,1944-08-04,Male,fernando10@adventure-works.com,1832 RiverRock Dr,135-555-0115,Bremerton,Washington,United States
23672,633,AW00023672,Abigail Flores,1944-10-19,Female,abigail37@adventure-works.com,8429 East Narrows Drive,241-555-0174,Puyallup,Washington,United States
23673,55,AW00023673,Kayla Miller,1950-03-04,Female,kayla6@adventure-works.com,4511 Bellwood Dr.,234-555-0164,Newton,British Columbia,Canada
23674,316,AW00023674,Jeremiah Walker,1944-11-06,Male,jeremiah11@adventure-works.com,7227 Landing Terrace,297-555-0169,El Cajon,California,United States
23675,609,AW00023675,Emmanuel Prasad,1945-11-15,Male,emmanuel9@adventure-works.com,4666 Lancelot Drive,643-555-0140,Bellingham,Washington,United States
23676,53,AW00023676,Brandon Diaz,1946-04-22,Male,brandon18@adventure-works.com,3762 Gumwood,818-555-0168,Metchosin,British Columbia,Canada
23677,339,AW00023677,Charles Lewis,1945-09-10,Male,charles25@adventure-works.com,2973 Cardinal Drive,116-555-0162,Mill Valley,California,United States
23678,336,AW00023678,Kelly Diaz,1946-03-09,Female,kelly26@adventure-works.com,4765 L St.,384-555-0143,Lincoln Acres,California,United States
23679,59,AW00023679,Jacob Harris,1947-05-05,Male,jacob12@adventure-works.com,7987 Seawind Dr.,518-555-0167,Oak Bay,British Columbia,Canada
23680,300,AW00023680,Anna Powell,1952-10-08,Female,anna33@adventure-works.com,5125 Cotton Ct.,221-555-0166,Beverly Hills,California,United States
23681,69,AW00023681,Jordan Gonzales,1946-07-05,Male,jordan14@adventure-works.com,7057 Striped Maple Court,332-555-0114,Victoria,British Columbia,Canada
23682,51,AW00023682,Natalie Harris,1952-05-07,Female,natalie81@adventure-works.com,7382 Kirker Pass,497-555-0114,Langford,British Columbia,Canada
23683,298,AW00023683,Dana Alonso,1947-10-30,Female,dana24@adventure-works.com,7034 Longbrood Way,164-555-0178,Bellflower,California,United States
23684,326,AW00023684,Jasmine Rodriguez,1947-07-04,Female,jasmine17@adventure-works.com,2803 E. Cypress Rd.,147-555-0187,Grossmont,California,United States
23685,334,AW00023685,Alexa Reed,1948-12-22,Female,alexa19@adventure-works.com,621 Brandywine Way,154-555-0154,Lakewood,California,United States
23686,331,AW00023686,Rachel Murphy,1948-09-09,Female,rachel35@adventure-works.com,7226 Casa Real,333-555-0170,La Jolla,California,United States
23687,648,AW00023687,Melissa Flores,1950-04-17,Female,melissa7@adventure-works.com,2596 Sand Pointe Lane,254-555-0154,Yakima,Washington,United States
23688,347,AW00023688,Olivia Thomas,1949-11-16,Female,olivia10@adventure-works.com,7596 Valley View Road,245-555-0149,Novato,California,United States
23689,383,AW00023689,Kayla Hall,1958-02-22,Female,kayla23@adventure-works.com,7034 Carson,155-555-0190,West Covina,California,United States
23690,314,AW00023690,Angel James,1952-12-02,Male,angel7@adventure-works.com,9670 Wildberry Court,903-555-0193,Daly City,California,United States
23691,609,AW00023691,Karen Hu,1950-12-09,Female,karen29@adventure-works.com,6360 Sand Pointe Lane,415-555-0114,Bellingham,Washington,United States
23692,634,AW00023692,Isaac King,1961-10-05,Male,isaac41@adventure-works.com,4675 Pomar Way,114-555-0193,Redmond,Washington,United States
23693,360,AW00023693,Jacqueline Jenkins,1951-05-09,Female,jacqueline7@adventure-works.com,6212 Alpine Drive,579-555-0186,San Francisco,California,United States
23694,552,AW00023694,Brian Brooks,1950-08-20,Male,brian13@adventure-works.com,849 Donegal Road,750-555-0183,W. Linn,Oregon,United States
23695,302,AW00023695,Elijah Coleman,1951-02-11,Male,elijah9@adventure-works.com,7960 Cedar Pointe Loop,810-555-0112,Burlingame,California,United States
23696,611,AW00023696,Autumn Li,1951-04-25,Female,autumn3@adventure-works.com,5863 J St.,127-555-0153,Bremerton,Washington,United States
23697,539,AW00023697,Cody Kelly,1951-04-03,Male,cody2@adventure-works.com,6489 North 49th St.,813-555-0126,Corvallis,Oregon,United States
23698,301,AW00023698,Melissa Coleman,1950-11-18,Female,melissa23@adventure-works.com,3958 Firestone,190-555-0142,Burbank,California,United States
23699,315,AW00023699,Nicholas Walker,1950-10-17,Male,nicholas3@adventure-works.com,2049 Jason Court,408-555-0156,Downey,California,United States
23700,543,AW00023700,Katelyn Young,1956-05-08,Female,katelyn41@adventure-works.com,493 Loveridge Circle,547-555-0192,Lebanon,Oregon,United States
23701,347,AW00023701,Marissa Barnes,1951-08-22,Female,marissa1@adventure-works.com,7634 Via Alta,452-555-0128,Novato,California,United States
23702,312,AW00023702,Eduardo James,1952-02-01,Male,eduardo66@adventure-works.com,9781 Bermad Dr.,836-555-0168,Coronado,California,United States
23703,310,AW00023703,Jacqueline Sanchez,1952-03-05,Female,jacqueline42@adventure-works.com,2911 Paso Del Rio Way,765-555-0169,Colma,California,United States
23704,334,AW00023704,Christopher Moore,1951-07-16,Male,christopher8@adventure-works.com,3792 Esperanza Drive,965-555-0154,Lakewood,California,United States
23705,316,AW00023705,Jeremy Bryant,1951-10-01,Male,jeremy30@adventure-works.com,8211 Leeds Ct.,231-555-0123,El Cajon,California,United States
23706,614,AW00023706,Mackenzie Cooper,1957-03-09,Female,mackenzie16@adventure-works.com,9071 Macaroon Drive,195-555-0118,Edmonds,Washington,United States
23707,627,AW00023707,William Anderson,1952-01-15,Male,william25@adventure-works.com,4654 Trembath Court,107-555-0149,Marysville,Washington,United States
23708,300,AW00023708,Victoria Coleman,1951-12-30,Female,victoria53@adventure-works.com,7853 Millfield Place,890-555-0176,Beverly Hills,California,United States
23709,315,AW00023709,Devin Perry,1952-06-03,Male,devin46@adventure-works.com,4917 Amaryl Dr.,411-555-0124,Downey,California,United States
23710,611,AW00023710,Anna Sanchez,1953-02-17,Female,anna3@adventure-works.com,3977 Central Avenue,955-555-0114,Bremerton,Washington,United States
23711,638,AW00023711,Fernando Diaz,1953-03-16,Male,fernando63@adventure-works.com,4354 Northwood Dr.,258-555-0117,Sedro Woolley,Washington,United States
23712,343,AW00023712,Riley Murphy,1952-12-06,Female,riley34@adventure-works.com,1682 Candle Drive,419-555-0139,National City,California,United States
23713,374,AW00023713,Arianna Butler,1953-02-16,Female,arianna12@adventure-works.com,8527 Rock Oak Road,712-555-0168,Torrance,California,United States
23714,548,AW00023714,Joseph Williams,1952-10-15,Male,joseph8@adventure-works.com,7842 Ygnacio Valley Road,247-555-0112,Salem,Oregon,United States
23715,641,AW00023715,Isabel Flores,1952-08-17,Female,isabel12@adventure-works.com,9521 Sun View Terr,897-555-0123,Spokane,Washington,United States
23716,60,AW00023716,Kyle Wright,1953-02-08,Male,kyle47@adventure-works.com,9161 Medina Dr.,344-555-0147,Port Hammond,British Columbia,Canada
23717,634,AW00023717,Aidan Griffin,1953-09-14,Male,aidan22@adventure-works.com,3720 Maine Ave.,820-555-0132,Redmond,Washington,United States
23718,302,AW00023718,Nelson Blanco,1959-09-23,Male,nelson14@adventure-works.com,3121 Spar Court,752-555-0174,Burlingame,California,United States
23719,63,AW00023719,Marcus James,1954-08-27,Male,marcus73@adventure-works.com,1318 Ramer Ct.,149-555-0163,Shawnee,British Columbia,Canada
23720,553,AW00023720,Anna Davis,1954-11-21,Female,anna66@adventure-works.com,5196 Camino Ricardo,119-555-0114,Woodburn,Oregon,United States
23721,315,AW00023721,John Clark,1955-01-20,Male,john43@adventure-works.com,5301 Northwood Drive,668-555-0134,Downey,California,United States
23722,325,AW00023722,Andrea Perez,1954-10-11,Female,andrea34@adventure-works.com,6385 Holiday Hill Dr.,123-555-0145,Glendale,California,United States
23723,336,AW00023723,Jose Phillips,1954-12-07,Male,jose43@adventure-works.com,3859 Zand,822-555-0125,Lincoln Acres,California,United States
23724,372,AW00023724,Gabrielle Hughes,1954-09-13,Female,gabrielle34@adventure-works.com,593 Willow Pass Road,162-555-0165,Spring Valley,California,United States
23725,71,AW00023725,Dennis Ware,1956-04-02,Male,dennis0@adventure-works.com,9905 North 29th St.,401-555-0138,Westminster,British Columbia,Canada
23726,612,AW00023726,Darrell Xie,1955-12-11,Male,darrell13@adventure-works.com,6050 Camino Ricardo,723-555-0161,Burien,Washington,United States
23727,310,AW00023727,Bruce Serrano,1955-08-30,Male,bruce37@adventure-works.com,5762 Glenmount Drive,180-555-0137,Colma,California,United States
23728,315,AW00023728,Paige Kelly,1955-08-20,Female,paige25@adventure-works.com,6658 Virginia Lane,728-555-0111,Downey,California,United States
23729,347,AW00023729,Marcus Allen,1956-03-01,Male,marcus26@adventure-works.com,4333 Coastal Blvd.,177-555-0119,Novato,California,United States
